age,sexe,pays_origine,raison_voyage,provenance,destination,papiers_valides,casier_judiciaire,niveau_risque
59,Femme,Angola,Tourisme,Lusaka,Luanda,0,1,Élevé
18,Femme,Ouganda,Transit,Kinshasa,Kinshasa,0,0,Moyen
22,Homme,RDC,Migration,Kinshasa,Nairobi,1,1,Élevé
70,Femme,Angola,Migration,Lubumbashi,Mbujimayi,1,0,Faible
40,Femme,Tanzanie,Tourisme,Kisangani,Kinshasa,0,1,Élevé
62,Femme,RDC,Affaires,Goma,Tshikapa,1,1,Moyen
42,Femme,RDC,Migration,Kisangani,Kinshasa,1,1,Moyen
47,Homme,Rwanda,Migration,Kinshasa,Mbujimayi,0,0,Moyen
20,Femme,RDC,Tourisme,Kigali,Nairobi,0,1,Élevé
58,Homme,Zambie,Transit,Kigali,Kinshasa,1,0,Faible
69,Femme,Angola,Transit,Lusaka,Tshikapa,0,1,Élevé
47,Femme,RDC,Transit,Kinshasa,Nairobi,0,0,Moyen
40,Femme,Ouganda,Tourisme,Kigali,Kinshasa,0,1,Élevé
61,Homme,Zambie,Tourisme,Kisangani,Kananga,1,0,Faible
28,Femme,Ouganda,Transit,Lubumbashi,Kananga,0,0,Moyen
22,Homme,Angola,Études,Kigali,Luanda,0,0,Moyen
54,Homme,Rwanda,Tourisme,Kinshasa,Kananga,1,1,Moyen
40,Femme,Zambie,Études,Lusaka,Mbujimayi,0,1,Élevé
20,Femme,Burundi,Transit,Lusaka,Mbujimayi,0,1,Élevé
46,Femme,RDC,Études,Kinshasa,Luanda,1,0,Faible
27,Femme,Tanzanie,Études,Kigali,Mbujimayi,1,1,Moyen
30,Femme,Ouganda,Tourisme,Kigali,Luanda,0,0,Moyen
67,Femme,Rwanda,Études,Kigali,Kananga,1,0,Faible
44,Femme,RDC,Migration,Lusaka,Kananga,1,1,Moyen
60,Femme,RDC,Migration,Lusaka,Kinshasa,1,0,Faible
56,Femme,Tanzanie,Études,Lusaka,Tshikapa,0,1,Élevé
57,Homme,Rwanda,Transit,Lusaka,Luanda,1,0,Faible
60,Femme,RDC,Affaires,Kisangani,Tshikapa,0,1,Élevé
66,Femme,RDC,Transit,Kinshasa,Luanda,1,1,Moyen
39,Homme,Rwanda,Migration,Lubumbashi,Tshikapa,1,0,Faible
52,Femme,Burundi,Études,Kigali,Nairobi,1,0,Faible
24,Homme,Ouganda,Tourisme,Kigali,Kananga,1,0,Faible
46,Femme,Zambie,Tourisme,Kisangani,Kananga,0,0,Moyen
33,Femme,Zambie,Études,Lusaka,Luanda,1,0,Faible
53,Homme,Ouganda,Tourisme,Kisangani,Mbujimayi,1,1,Moyen
29,Femme,Burundi,Études,Goma,Nairobi,0,1,Élevé
46,Homme,Angola,Migration,Lusaka,Kananga,1,0,Faible
32,Homme,Ouganda,Études,Kinshasa,Kananga,1,1,Moyen
67,Femme,Rwanda,Migration,Lusaka,Luanda,1,0,Faible
66,Homme,Zambie,Tourisme,Lusaka,Mbujimayi,1,1,Moyen
56,Femme,Ouganda,Migration,Kinshasa,Kinshasa,1,0,Faible
21,Femme,Ouganda,Tourisme,Kigali,Luanda,0,1,Élevé
43,Femme,Burundi,Tourisme,Goma,Mbujimayi,1,0,Faible
23,Homme,Angola,Transit,Goma,Nairobi,0,1,Élevé
48,Femme,Angola,Tourisme,Kinshasa,Nairobi,0,0,Moyen
51,Homme,Rwanda,Migration,Kigali,Nairobi,1,1,Moyen
19,Homme,Zambie,Tourisme,Kisangani,Tshikapa,1,0,Faible
40,Femme,Zambie,Migration,Lusaka,Kananga,0,1,Élevé
64,Femme,Angola,Migration,Kisangani,Kinshasa,0,0,Moyen
19,Homme,RDC,Migration,Kisangani,Luanda,0,0,Élevé
54,Homme,Rwanda,Affaires,Goma,Mbujimayi,0,0,Moyen
59,Femme,Tanzanie,Migration,Lusaka,Nairobi,0,1,Élevé
29,Homme,Tanzanie,Affaires,Lubumbashi,Nairobi,1,0,Faible
67,Homme,Angola,Migration,Goma,Tshikapa,1,1,Moyen
48,Femme,Burundi,Migration,Kigali,Tshikapa,0,0,Moyen
35,Homme,Zambie,Transit,Kigali,Tshikapa,0,1,Élevé
59,Homme,Burundi,Migration,Kisangani,Kinshasa,1,1,Moyen
68,Femme,Ouganda,Transit,Lusaka,Nairobi,1,1,Moyen
43,Femme,Rwanda,Tourisme,Lusaka,Luanda,0,1,Élevé
26,Femme,Ouganda,Affaires,Kisangani,Kinshasa,0,1,Élevé
23,Femme,Rwanda,Affaires,Lubumbashi,Nairobi,1,0,Faible
38,Homme,RDC,Études,Goma,Kinshasa,1,0,Faible
34,Homme,Rwanda,Transit,Kigali,Kinshasa,1,1,Moyen
37,Femme,Burundi,Affaires,Kigali,Kinshasa,0,0,Moyen
30,Homme,Ouganda,Études,Goma,Kananga,1,1,Moyen
54,Femme,RDC,Migration,Lusaka,Luanda,1,1,Moyen
60,Femme,Tanzanie,Affaires,Kinshasa,Tshikapa,0,1,Élevé
48,Femme,Burundi,Affaires,Lubumbashi,Mbujimayi,1,0,Faible
34,Femme,Rwanda,Tourisme,Kigali,Nairobi,1,1,Moyen
67,Homme,Rwanda,Affaires,Kinshasa,Kananga,0,1,Élevé
22,Homme,Tanzanie,Études,Lubumbashi,Nairobi,1,0,Faible
52,Femme,Tanzanie,Études,Goma,Tshikapa,0,1,Élevé
45,Femme,Zambie,Tourisme,Kinshasa,Kinshasa,0,1,Élevé
54,Homme,Ouganda,Migration,Goma,Mbujimayi,0,1,Élevé
41,Homme,Angola,Migration,Kisangani,Mbujimayi,0,1,Élevé
42,Femme,Rwanda,Affaires,Lusaka,Nairobi,1,1,Moyen
53,Femme,Zambie,Affaires,Kisangani,Mbujimayi,1,0,Faible
26,Homme,Zambie,Affaires,Lubumbashi,Kinshasa,0,0,Moyen
31,Homme,Ouganda,Tourisme,Kinshasa,Kananga,0,1,Élevé
56,Homme,RDC,Études,Kisangani,Kinshasa,1,1,Moyen
41,Femme,Tanzanie,Migration,Lubumbashi,Tshikapa,0,0,Moyen
53,Homme,Angola,Études,Kinshasa,Kananga,0,0,Moyen
53,Homme,Burundi,Migration,Kigali,Nairobi,1,0,Faible
40,Homme,Ouganda,Transit,Goma,Luanda,1,0,Faible
26,Femme,Rwanda,Études,Kisangani,Tshikapa,1,0,Faible
48,Homme,Tanzanie,Affaires,Goma,Mbujimayi,0,1,Élevé
37,Femme,Zambie,Études,Kigali,Tshikapa,1,0,Faible
56,Homme,Burundi,Migration,Kinshasa,Luanda,1,1,Moyen
51,Homme,RDC,Migration,Lubumbashi,Kinshasa,1,1,Moyen
64,Femme,Ouganda,Études,Kigali,Luanda,1,0,Faible
35,Femme,Zambie,Transit,Goma,Kananga,0,0,Moyen
64,Femme,Zambie,Affaires,Lusaka,Mbujimayi,0,1,Élevé
37,Homme,Tanzanie,Études,Kinshasa,Luanda,0,0,Moyen
27,Homme,RDC,Affaires,Kinshasa,Tshikapa,0,0,Moyen
59,Femme,RDC,Affaires,Goma,Luanda,1,0,Faible
38,Femme,Zambie,Tourisme,Lusaka,Kinshasa,1,0,Faible
32,Femme,RDC,Tourisme,Kigali,Kinshasa,1,1,Moyen
41,Homme,Ouganda,Tourisme,Kinshasa,Kananga,0,0,Moyen
64,Femme,RDC,Migration,Lubumbashi,Tshikapa,1,1,Moyen
33,Homme,Burundi,Migration,Kisangani,Luanda,1,1,Moyen
35,Homme,RDC,Tourisme,Lubumbashi,Kananga,0,0,Moyen
52,Femme,Zambie,Transit,Lubumbashi,Kinshasa,1,1,Moyen
33,Homme,Tanzanie,Transit,Kigali,Tshikapa,0,0,Moyen
57,Femme,Tanzanie,Transit,Kisangani,Luanda,1,0,Faible
26,Femme,Angola,Tourisme,Lubumbashi,Nairobi,0,0,Moyen
40,Femme,Ouganda,Études,Kigali,Luanda,0,0,Moyen
62,Homme,RDC,Migration,Kigali,Mbujimayi,1,0,Faible
26,Femme,Burundi,Tourisme,Lusaka,Kinshasa,1,0,Faible
47,Femme,Zambie,Études,Lusaka,Nairobi,0,1,Élevé
34,Femme,Rwanda,Migration,Kisangani,Nairobi,1,0,Faible
24,Homme,Zambie,Tourisme,Kisangani,Nairobi,1,1,Moyen
31,Homme,Tanzanie,Tourisme,Lubumbashi,Tshikapa,0,1,Élevé
69,Femme,Rwanda,Études,Lusaka,Kinshasa,0,1,Élevé
45,Femme,Rwanda,Études,Lubumbashi,Nairobi,0,0,Moyen
69,Homme,Angola,Transit,Kigali,Nairobi,1,1,Moyen
26,Femme,Angola,Affaires,Lusaka,Kinshasa,1,0,Faible
29,Femme,Tanzanie,Tourisme,Kigali,Kananga,1,1,Moyen
29,Homme,Tanzanie,Tourisme,Lubumbashi,Kananga,1,0,Faible
51,Homme,Burundi,Affaires,Goma,Kinshasa,1,1,Moyen
20,Femme,Tanzanie,Études,Kisangani,Luanda,0,0,Moyen
54,Femme,Tanzanie,Transit,Lubumbashi,Nairobi,0,1,Élevé
44,Homme,Angola,Études,Kisangani,Mbujimayi,0,0,Moyen
22,Homme,Ouganda,Migration,Kinshasa,Nairobi,0,0,Élevé
20,Homme,Angola,Affaires,Kinshasa,Tshikapa,0,0,Moyen
65,Homme,RDC,Études,Kigali,Kananga,1,1,Moyen
67,Homme,Ouganda,Études,Kigali,Mbujimayi,1,1,Moyen
42,Homme,Zambie,Migration,Kinshasa,Mbujimayi,0,1,Élevé
48,Homme,Rwanda,Migration,Kisangani,Luanda,0,0,Moyen
49,Homme,Ouganda,Tourisme,Goma,Kinshasa,1,0,Faible
65,Femme,Ouganda,Études,Lusaka,Nairobi,1,1,Moyen
63,Femme,Zambie,Tourisme,Lubumbashi,Kinshasa,0,0,Moyen
45,Homme,Angola,Transit,Kinshasa,Kananga,1,1,Moyen
18,Femme,Zambie,Affaires,Lubumbashi,Nairobi,1,0,Faible
62,Femme,Angola,Transit,Kinshasa,Nairobi,1,1,Moyen
67,Femme,Burundi,Transit,Goma,Luanda,1,1,Moyen
47,Femme,Zambie,Transit,Goma,Luanda,0,1,Élevé
28,Femme,RDC,Tourisme,Kinshasa,Mbujimayi,0,0,Moyen
66,Femme,Rwanda,Affaires,Goma,Luanda,1,1,Moyen
64,Homme,RDC,Migration,Lubumbashi,Luanda,0,0,Moyen
29,Homme,Rwanda,Études,Lusaka,Kananga,0,1,Élevé
45,Homme,Tanzanie,Affaires,Lubumbashi,Nairobi,0,1,Élevé
39,Homme,RDC,Transit,Kisangani,Mbujimayi,1,1,Moyen
43,Femme,Burundi,Études,Goma,Kinshasa,0,0,Moyen
62,Homme,RDC,Tourisme,Kisangani,Luanda,0,0,Moyen
51,Femme,Angola,Transit,Goma,Luanda,0,0,Moyen
58,Homme,Rwanda,Études,Lusaka,Luanda,0,1,Élevé
21,Homme,Burundi,Études,Lusaka,Nairobi,1,0,Faible
23,Femme,Tanzanie,Transit,Lusaka,Tshikapa,0,0,Moyen
50,Femme,Rwanda,Migration,Kisangani,Kinshasa,1,0,Faible
62,Homme,RDC,Études,Lubumbashi,Nairobi,0,0,Moyen
49,Homme,Tanzanie,Études,Kisangani,Tshikapa,1,1,Moyen
52,Femme,RDC,Tourisme,Lusaka,Kananga,0,0,Moyen
50,Femme,Tanzanie,Transit,Kinshasa,Luanda,1,0,Faible
57,Homme,Angola,Migration,Lusaka,Tshikapa,1,1,Moyen
20,Homme,Burundi,Migration,Lubumbashi,Kananga,1,0,Moyen
22,Homme,Burundi,Transit,Lubumbashi,Kinshasa,0,1,Élevé
36,Femme,RDC,Affaires,Goma,Luanda,0,0,Moyen
58,Homme,Ouganda,Affaires,Goma,Kananga,1,1,Moyen
38,Femme,Zambie,Études,Kigali,Nairobi,0,1,Élevé
62,Homme,Rwanda,Tourisme,Kigali,Kinshasa,1,0,Faible
57,Femme,Burundi,Migration,Kinshasa,Mbujimayi,0,0,Moyen
23,Homme,Burundi,Transit,Kigali,Kinshasa,1,0,Faible
41,Homme,RDC,Études,Goma,Tshikapa,0,0,Moyen
62,Femme,Angola,Tourisme,Kisangani,Luanda,0,1,Élevé
55,Homme,Ouganda,Migration,Kinshasa,Nairobi,1,1,Moyen
59,Femme,Ouganda,Migration,Lubumbashi,Tshikapa,1,1,Moyen
69,Femme,Rwanda,Affaires,Lubumbashi,Mbujimayi,1,0,Faible
39,Femme,Ouganda,Affaires,Kinshasa,Mbujimayi,0,1,Élevé
52,Homme,Tanzanie,Études,Goma,Tshikapa,1,0,Faible
34,Femme,Ouganda,Tourisme,Lusaka,Mbujimayi,1,0,Faible
36,Homme,RDC,Études,Lubumbashi,Kinshasa,0,1,Élevé
69,Femme,Ouganda,Affaires,Kisangani,Mbujimayi,1,0,Faible
26,Homme,Ouganda,Tourisme,Goma,Nairobi,1,0,Faible
49,Femme,Tanzanie,Tourisme,Kinshasa,Mbujimayi,0,1,Élevé
20,Homme,RDC,Migration,Lubumbashi,Kinshasa,0,1,Élevé
37,Femme,Burundi,Transit,Kinshasa,Kinshasa,0,1,Élevé
58,Homme,RDC,Tourisme,Kinshasa,Mbujimayi,0,0,Moyen
33,Homme,Zambie,Affaires,Lusaka,Mbujimayi,1,0,Faible
34,Homme,RDC,Tourisme,Lusaka,Kananga,0,0,Moyen
40,Homme,Ouganda,Affaires,Goma,Kinshasa,0,1,Élevé
36,Homme,Tanzanie,Migration,Lusaka,Kinshasa,1,1,Moyen
42,Homme,Ouganda,Transit,Goma,Luanda,0,1,Élevé
62,Homme,Angola,Migration,Kisangani,Luanda,1,1,Moyen
49,Homme,Tanzanie,Études,Kinshasa,Tshikapa,1,0,Faible
56,Homme,Tanzanie,Études,Kinshasa,Luanda,0,0,Moyen
51,Homme,Zambie,Migration,Kisangani,Kinshasa,0,1,Élevé
52,Femme,Ouganda,Tourisme,Lubumbashi,Kinshasa,1,1,Moyen
61,Homme,Burundi,Études,Kigali,Kananga,1,1,Moyen
61,Homme,Tanzanie,Études,Lusaka,Kinshasa,1,1,Moyen
47,Femme,Ouganda,Migration,Kisangani,Luanda,1,1,Moyen
60,Femme,Ouganda,Migration,Goma,Kinshasa,1,0,Faible
62,Homme,RDC,Migration,Kisangani,Mbujimayi,1,0,Faible
30,Homme,Zambie,Migration,Lubumbashi,Kananga,0,1,Élevé
47,Femme,Tanzanie,Tourisme,Lusaka,Nairobi,0,1,Élevé
49,Femme,Zambie,Transit,Goma,Mbujimayi,1,0,Faible
59,Femme,Rwanda,Migration,Kinshasa,Nairobi,1,0,Faible
23,Femme,Angola,Affaires,Kinshasa,Kananga,0,0,Moyen
58,Femme,Ouganda,Migration,Lusaka,Luanda,0,0,Moyen
28,Homme,Ouganda,Transit,Kisangani,Kinshasa,1,0,Faible
21,Homme,Burundi,Tourisme,Goma,Luanda,0,0,Moyen
44,Homme,Angola,Tourisme,Kisangani,Nairobi,1,0,Faible
67,Femme,Rwanda,Études,Kinshasa,Luanda,1,1,Moyen
47,Homme,Tanzanie,Études,Kisangani,Luanda,1,1,Moyen
25,Homme,Tanzanie,Migration,Lubumbashi,Tshikapa,1,1,Moyen
33,Femme,Angola,Migration,Kisangani,Nairobi,0,1,Élevé
24,Femme,Angola,Migration,Goma,Kananga,1,0,Moyen
50,Femme,Angola,Études,Lusaka,Kinshasa,0,0,Moyen
63,Homme,Angola,Tourisme,Kisangani,Kinshasa,1,1,Moyen
21,Homme,Tanzanie,Études,Kinshasa,Luanda,1,0,Faible
47,Homme,RDC,Transit,Kisangani,Nairobi,0,0,Moyen
48,Homme,Ouganda,Études,Kigali,Nairobi,0,0,Moyen
29,Homme,Angola,Tourisme,Kigali,Luanda,1,0,Faible
38,Homme,Angola,Transit,Goma,Mbujimayi,0,1,Élevé
33,Femme,RDC,Migration,Lusaka,Tshikapa,0,1,Élevé
44,Femme,Rwanda,Transit,Kisangani,Mbujimayi,0,0,Moyen
31,Femme,Rwanda,Études,Kinshasa,Kinshasa,1,0,Faible
40,Femme,Burundi,Affaires,Kinshasa,Nairobi,0,1,Élevé
30,Homme,Ouganda,Migration,Lusaka,Tshikapa,1,1,Moyen
19,Homme,Burundi,Transit,Kisangani,Kananga,1,0,Faible
69,Femme,Zambie,Tourisme,Kinshasa,Luanda,0,1,Élevé
41,Homme,Burundi,Transit,Goma,Mbujimayi,1,1,Moyen
57,Femme,Zambie,Migration,Goma,Luanda,0,0,Moyen
34,Homme,Rwanda,Transit,Lubumbashi,Tshikapa,1,1,Moyen
35,Homme,Tanzanie,Transit,Lubumbashi,Tshikapa,0,0,Moyen
60,Femme,Angola,Transit,Lusaka,Mbujimayi,1,0,Faible
42,Homme,Ouganda,Affaires,Kigali,Nairobi,1,1,Moyen
41,Homme,Zambie,Affaires,Lubumbashi,Kinshasa,0,0,Moyen
20,Femme,Ouganda,Études,Kinshasa,Kananga,1,1,Moyen
66,Homme,Ouganda,Transit,Goma,Nairobi,0,0,Moyen
54,Homme,Tanzanie,Tourisme,Kisangani,Mbujimayi,0,1,Élevé
31,Homme,Ouganda,Affaires,Lusaka,Kananga,1,0,Faible
38,Homme,Angola,Études,Goma,Tshikapa,1,0,Faible
25,Homme,Tanzanie,Transit,Kigali,Nairobi,0,0,Moyen
50,Homme,RDC,Tourisme,Goma,Kananga,0,0,Moyen
50,Homme,Tanzanie,Études,Lubumbashi,Tshikapa,1,0,Faible
44,Femme,Ouganda,Tourisme,Goma,Kinshasa,1,0,Faible
61,Femme,RDC,Migration,Kigali,Mbujimayi,0,1,Élevé
27,Homme,Angola,Affaires,Lusaka,Tshikapa,0,0,Moyen
64,Homme,Rwanda,Affaires,Kinshasa,Tshikapa,0,1,Élevé
45,Homme,Tanzanie,Études,Goma,Nairobi,0,1,Élevé
40,Homme,Zambie,Transit,Lusaka,Nairobi,0,1,Élevé
24,Femme,Zambie,Migration,Lusaka,Kinshasa,0,1,Élevé
53,Homme,Ouganda,Études,Kigali,Kananga,0,0,Moyen
36,Femme,Burundi,Études,Lubumbashi,Mbujimayi,1,0,Faible
42,Homme,Ouganda,Migration,Kinshasa,Kananga,1,1,Moyen
59,Femme,Angola,Affaires,Lusaka,Kananga,0,0,Moyen
26,Femme,Angola,Migration,Lubumbashi,Kinshasa,0,1,Élevé
50,Homme,Angola,Transit,Kisangani,Mbujimayi,1,1,Moyen
26,Femme,Zambie,Études,Kisangani,Kinshasa,1,0,Faible
35,Femme,Burundi,Transit,Lusaka,Mbujimayi,1,1,Moyen
37,Homme,Rwanda,Transit,Kinshasa,Mbujimayi,1,1,Moyen
55,Femme,Tanzanie,Tourisme,Goma,Nairobi,1,0,Faible
66,Femme,Angola,Affaires,Kigali,Kananga,0,1,Élevé
37,Femme,Tanzanie,Études,Lubumbashi,Tshikapa,1,0,Faible
54,Femme,Rwanda,Tourisme,Kigali,Nairobi,1,1,Moyen
38,Femme,Burundi,Affaires,Lusaka,Luanda,0,1,Élevé
60,Femme,RDC,Migration,Goma,Kananga,1,0,Faible
24,Femme,Angola,Affaires,Kinshasa,Tshikapa,0,1,Élevé
46,Homme,Rwanda,Études,Kisangani,Luanda,1,0,Faible
36,Femme,Ouganda,Affaires,Goma,Mbujimayi,1,0,Faible
51,Homme,RDC,Transit,Goma,Luanda,0,0,Moyen
53,Homme,Ouganda,Affaires,Kinshasa,Nairobi,1,0,Faible
56,Homme,Angola,Tourisme,Kigali,Kananga,1,0,Faible
58,Homme,RDC,Études,Kisangani,Kananga,0,1,Élevé
61,Femme,Burundi,Études,Kinshasa,Kananga,0,0,Moyen
49,Homme,Ouganda,Études,Kinshasa,Kananga,1,0,Faible
19,Homme,Zambie,Affaires,Lubumbashi,Kinshasa,0,1,Élevé
47,Homme,Rwanda,Études,Lusaka,Nairobi,1,0,Faible
28,Femme,Zambie,Tourisme,Lubumbashi,Kananga,0,1,Élevé
21,Homme,Zambie,Migration,Goma,Nairobi,0,0,Élevé
32,Femme,Zambie,Études,Kinshasa,Kinshasa,0,1,Élevé
21,Femme,Ouganda,Transit,Lubumbashi,Tshikapa,1,0,Faible
50,Femme,Zambie,Études,Lubumbashi,Nairobi,0,1,Élevé
25,Femme,RDC,Affaires,Lubumbashi,Nairobi,1,1,Moyen
20,Homme,Ouganda,Études,Kigali,Nairobi,1,1,Moyen
54,Femme,RDC,Tourisme,Goma,Mbujimayi,1,0,Faible
33,Femme,Rwanda,Études,Lusaka,Kinshasa,0,1,Élevé
26,Femme,Ouganda,Tourisme,Kinshasa,Kananga,1,1,Moyen
50,Femme,Ouganda,Affaires,Kisangani,Kananga,0,1,Élevé
52,Femme,Tanzanie,Migration,Kinshasa,Tshikapa,1,0,Faible
69,Femme,Tanzanie,Études,Kigali,Tshikapa,1,0,Faible
68,Femme,Burundi,Migration,Kinshasa,Mbujimayi,1,0,Faible
56,Homme,Tanzanie,Tourisme,Lubumbashi,Tshikapa,0,0,Moyen
43,Homme,Rwanda,Études,Lubumbashi,Mbujimayi,1,0,Faible
30,Femme,RDC,Transit,Lusaka,Mbujimayi,1,1,Moyen
52,Femme,Burundi,Affaires,Kinshasa,Nairobi,1,0,Faible
52,Femme,RDC,Migration,Kinshasa,Mbujimayi,1,1,Moyen
27,Homme,RDC,Études,Kigali,Luanda,1,1,Moyen
56,Homme,Ouganda,Affaires,Lusaka,Nairobi,1,1,Moyen
60,Femme,RDC,Migration,Lubumbashi,Kananga,1,1,Moyen
45,Femme,Ouganda,Tourisme,Kisangani,Kananga,0,0,Moyen
68,Femme,Rwanda,Tourisme,Lusaka,Mbujimayi,0,0,Moyen
25,Homme,RDC,Migration,Lubumbashi,Luanda,0,0,Moyen
35,Femme,Angola,Affaires,Goma,Tshikapa,1,1,Moyen
23,Homme,Tanzanie,Études,Goma,Luanda,1,1,Moyen
22,Femme,Ouganda,Tourisme,Kisangani,Tshikapa,0,1,Élevé
55,Homme,Tanzanie,Affaires,Kisangani,Tshikapa,1,0,Faible
19,Femme,Ouganda,Transit,Kinshasa,Luanda,0,0,Moyen
20,Homme,Burundi,Études,Kisangani,Kinshasa,0,0,Moyen
30,Homme,RDC,Migration,Goma,Luanda,0,1,Élevé
69,Femme,Rwanda,Tourisme,Lusaka,Kananga,0,1,Élevé
40,Homme,Rwanda,Études,Kigali,Luanda,0,1,Élevé
35,Homme,Ouganda,Tourisme,Kinshasa,Kinshasa,1,0,Faible
21,Homme,Burundi,Études,Goma,Tshikapa,0,0,Moyen
69,Femme,Ouganda,Affaires,Kinshasa,Luanda,1,1,Moyen
31,Femme,Rwanda,Études,Kisangani,Tshikapa,1,0,Faible
56,Homme,RDC,Études,Kisangani,Nairobi,1,1,Moyen
64,Femme,Rwanda,Études,Lubumbashi,Tshikapa,1,0,Faible
68,Homme,Zambie,Migration,Kigali,Luanda,0,0,Moyen
48,Femme,Tanzanie,Affaires,Lubumbashi,Mbujimayi,0,1,Élevé
20,Homme,RDC,Migration,Lusaka,Luanda,0,1,Élevé
65,Femme,Angola,Affaires,Lusaka,Kananga,1,1,Moyen
51,Homme,RDC,Études,Lusaka,Mbujimayi,0,1,Élevé
47,Femme,RDC,Transit,Kinshasa,Luanda,0,1,Élevé
50,Femme,Rwanda,Affaires,Kisangani,Kinshasa,1,1,Moyen
68,Homme,RDC,Transit,Lusaka,Kananga,1,1,Moyen
44,Femme,Burundi,Tourisme,Lubumbashi,Tshikapa,1,1,Moyen
40,Femme,Zambie,Migration,Kigali,Nairobi,1,0,Faible
56,Femme,RDC,Transit,Kigali,Luanda,0,0,Moyen
60,Femme,RDC,Études,Kinshasa,Tshikapa,1,1,Moyen
37,Femme,Angola,Transit,Lubumbashi,Mbujimayi,1,1,Moyen
33,Femme,Zambie,Affaires,Kigali,Nairobi,0,1,Élevé
43,Femme,Tanzanie,Migration,Goma,Tshikapa,0,1,Élevé
59,Femme,Angola,Tourisme,Lubumbashi,Mbujimayi,1,1,Moyen
55,Femme,RDC,Migration,Kisangani,Luanda,0,0,Moyen
26,Femme,Rwanda,Tourisme,Goma,Kinshasa,0,1,Élevé
32,Femme,RDC,Études,Goma,Nairobi,0,0,Moyen
54,Homme,Angola,Migration,Kinshasa,Kinshasa,1,0,Faible
31,Homme,Rwanda,Affaires,Goma,Mbujimayi,0,1,Élevé
58,Femme,Angola,Migration,Kisangani,Tshikapa,0,0,Moyen
26,Femme,RDC,Affaires,Kisangani,Nairobi,1,0,Faible
70,Femme,Zambie,Tourisme,Kinshasa,Nairobi,0,0,Moyen
30,Homme,Tanzanie,Tourisme,Kinshasa,Kananga,1,0,Faible
20,Femme,Zambie,Migration,Goma,Nairobi,1,0,Moyen
67,Femme,RDC,Études,Lusaka,Tshikapa,0,0,Moyen
25,Homme,Rwanda,Migration,Kisangani,Nairobi,0,1,Élevé
44,Homme,Zambie,Études,Goma,Tshikapa,0,0,Moyen
67,Femme,Ouganda,Affaires,Lubumbashi,Kinshasa,1,0,Faible
25,Femme,Angola,Études,Goma,Tshikapa,1,1,Moyen
66,Homme,Burundi,Migration,Lubumbashi,Nairobi,0,0,Moyen
31,Homme,Angola,Tourisme,Goma,Luanda,0,1,Élevé
18,Homme,Ouganda,Affaires,Kinshasa,Nairobi,1,1,Moyen
49,Femme,Zambie,Tourisme,Lubumbashi,Tshikapa,0,0,Moyen
24,Homme,Tanzanie,Affaires,Kisangani,Mbujimayi,0,1,Élevé
54,Homme,Ouganda,Transit,Kisangani,Nairobi,1,1,Moyen
48,Femme,Tanzanie,Migration,Kigali,Nairobi,1,0,Faible
40,Homme,Burundi,Migration,Kinshasa,Mbujimayi,1,0,Faible
65,Homme,RDC,Affaires,Kisangani,Tshikapa,1,1,Moyen
25,Femme,Rwanda,Migration,Kisangani,Luanda,0,0,Moyen
18,Homme,Angola,Affaires,Kisangani,Kananga,0,0,Moyen
46,Homme,Burundi,Migration,Kisangani,Kananga,0,0,Moyen
65,Femme,RDC,Études,Kigali,Luanda,1,0,Faible
22,Homme,RDC,Transit,Lubumbashi,Luanda,0,1,Élevé
66,Homme,Zambie,Études,Lusaka,Luanda,0,0,Moyen
44,Femme,Burundi,Transit,Lubumbashi,Mbujimayi,0,0,Moyen
49,Homme,RDC,Tourisme,Kinshasa,Mbujimayi,0,0,Moyen
61,Femme,Burundi,Tourisme,Kinshasa,Tshikapa,0,0,Moyen
37,Femme,Zambie,Migration,Goma,Luanda,1,1,Moyen
23,Homme,Angola,Études,Kigali,Tshikapa,0,1,Élevé
61,Homme,Angola,Migration,Lusaka,Luanda,0,0,Moyen
65,Homme,Angola,Transit,Lubumbashi,Kananga,1,1,Moyen
51,Homme,Burundi,Migration,Kigali,Nairobi,1,1,Moyen
47,Femme,Zambie,Migration,Kisangani,Tshikapa,0,1,Élevé
56,Homme,Ouganda,Études,Kinshasa,Tshikapa,1,0,Faible
66,Homme,Angola,Transit,Kisangani,Nairobi,0,1,Élevé
47,Femme,Ouganda,Tourisme,Kinshasa,Kinshasa,0,1,Élevé
61,Femme,Ouganda,Tourisme,Kigali,Kananga,0,0,Moyen
31,Femme,Tanzanie,Transit,Lusaka,Luanda,1,1,Moyen
47,Femme,Ouganda,Transit,Kigali,Tshikapa,1,1,Moyen
37,Femme,RDC,Transit,Lubumbashi,Mbujimayi,1,1,Moyen
26,Homme,Rwanda,Affaires,Goma,Nairobi,0,1,Élevé
22,Homme,Angola,Études,Kinshasa,Tshikapa,0,0,Moyen
46,Femme,Zambie,Transit,Lusaka,Kinshasa,0,0,Moyen
31,Femme,Rwanda,Transit,Kisangani,Nairobi,0,1,Élevé
64,Homme,Zambie,Affaires,Goma,Kananga,0,1,Élevé
68,Femme,Burundi,Affaires,Kinshasa,Luanda,1,0,Faible
33,Homme,Rwanda,Migration,Kigali,Kinshasa,0,0,Moyen
63,Femme,Rwanda,Affaires,Kigali,Mbujimayi,0,0,Moyen
53,Homme,Ouganda,Études,Kinshasa,Luanda,0,1,Élevé
18,Femme,Angola,Études,Kigali,Tshikapa,1,1,Moyen
